Gene,ctx_direction,Metabolite,cpx_direction,VECPAC r,LPS r,DSS r,Pooled r,predicted_effect_sign,check_consistency,pooled_sign_agree,within-model correlation signs agree with the predicted correlation,pooled correlation signs agree with the predicted correlation,all_signs_agree
ENSMUSG00000037366-B,-1.0,4-tert-Butyldimethylsiloxy-3-penten-2-one,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037366-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037366-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037366-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037437-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037437-B,1.0,8-Methylnonanoic acid,-1.0,0.8660254037844387,0.6176470588235294,0.8660254037844387,0.8914170290177973,-1.0,False,False,False,False,False
ENSMUSG00000037437-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037437-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037437-B,1.0,Oleic Acid,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000037437-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037514-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037514-B,1.0,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",,-1.0,-0.9746794344808964,-0.8660254037844387,-0.8513930525146008,,False,False,False,False,False
ENSMUSG00000037514-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037514-B,1.0,"2,4-Di-tert-butylphenol",-1.0,-1.0,,-1.0,-0.9549937104572924,-1.0,False,False,True,False,False
ENSMUSG00000037514-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000037514-B,1.0,Butanedioic acid,-1.0,-1.0,-0.942857142857143,-1.0,-0.8724281949682505,-1.0,False,False,True,False,False
ENSMUSG00000037514-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037514-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037514-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037514-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037578-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000037578-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037578-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000037578-B,1.0,Chlorobenzilate ,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037578-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037578-B,1.0,Glabridin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037578-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037578-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037709-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037709-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037709-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000037709-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037709-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037709-B,1.0,Norephedrine,,0.5,1.0,0.5,0.9333333333333332,,False,False,False,False,False
ENSMUSG00000037709-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037824-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037824-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037824-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000037824-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038070-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038070-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038070-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038070-B,1.0,Chlorobenzilate ,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038070-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038070-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038070-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038324-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038324-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038324-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038324-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038324-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038324-B,-1.0,Glycine,-1.0,-1.0,-0.3188740696088466,-0.5,-0.8280752728705546,1.0,False,False,False,False,False
ENSMUSG00000038324-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000038324-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038324-B,-1.0,Octacosanol,-1.0,,-0.7999999999999999,,-0.9549937104572924,1.0,False,False,False,False,False
ENSMUSG00000038324-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038344-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038344-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038344-B,1.0,Chlorobenzilate ,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038344-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038344-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000038344-B,1.0,L-Ornithine,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038344-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038344-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038371-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038371-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038371-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038371-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038371-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038371-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038371-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038371-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038371-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038453-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038453-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000038453-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038507-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038507-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038507-B,1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038507-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038564-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038564-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038564-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038564-B,1.0,4-Methylvaleric acid,,-0.5,0.7,1.0,0.8454545454545455,,False,False,False,False,False
ENSMUSG00000038564-B,1.0,Glabridin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038564-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000038564-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038605-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038605-B,-1.0,4-tert-Butyldimethylsiloxy-3-penten-2-one,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038605-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000038605-B,-1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038605-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038756-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038756-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038756-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038816-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038816-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038816-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000038816-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038816-B,1.0,Frangulin,1.0,0.5,0.948683298050514,,0.8954053273686237,1.0,False,False,True,False,False
ENSMUSG00000038816-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038816-B,1.0,Sarcosine,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038816-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038816-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038843-B,-1.0,2-Ethyl-1-butanol,-1.0,,1.0,,1.0,1.0,True,True,True,True,True
ENSMUSG00000038843-B,-1.0,Diclofenac,,,,,1.0,,True,True,False,False,False
ENSMUSG00000038843-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038843-B,-1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038900-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000038900-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038900-B,1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000038900-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000038900-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000038900-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039086-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000039086-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039086-B,-1.0,2-Ethyl-1-butanol,-1.0,,1.0,,1.0,1.0,True,True,True,True,True
ENSMUSG00000039086-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039086-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039086-B,-1.0,4-Methylvaleric acid,,0.5,0.4999999999999999,1.0,0.881818181818182,,False,False,False,False,False
ENSMUSG00000039086-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000039086-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000039086-B,-1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039086-B,-1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000039191-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000039191-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000039191-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000039191-B,1.0,Prostaglandin,,,,-1.0,-0.9856107606091624,,False,False,False,False,False
ENSMUSG00000039191-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000039367-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039367-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039367-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039367-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000039367-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039477-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000039477-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039477-B,-1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039477-B,-1.0,"Benzene, 1-ethyl-3,5-dimethyl",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039477-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039477-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039477-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039477-B,-1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000039512-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000039512-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039512-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000039512-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000039512-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039512-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000039512-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000039512-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000039536-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039536-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039536-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000039536-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000039536-B,-1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000039536-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039536-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039536-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039828-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000039828-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000039828-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000039828-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039828-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039828-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000039828-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000039828-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000039835-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039835-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000039835-B,-1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039835-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000039835-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039835-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039883-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000039883-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039883-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039883-B,-1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000039883-B,-1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000039956-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000039956-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039990-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039990-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000039990-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000039990-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000039990-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000040043-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040043-B,1.0,3-(4-Methoxyphenyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000040043-B,1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040043-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000040043-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000040276-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040276-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000040276-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040276-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040276-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000040276-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040276-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000040276-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040649-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000040649-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000040649-B,-1.0,"2-Methylcyclohexanol, (Z)",1.0,1.0,-0.753702346348183,-0.8660254037844387,-0.9152457730985843,-1.0,False,False,True,False,False
ENSMUSG00000040649-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040649-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000040649-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040649-B,-1.0,Glycine,-1.0,-1.0,-0.8406680016960503,-0.5,-0.8807071758072423,1.0,False,False,False,False,False
ENSMUSG00000040649-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000040649-B,-1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040649-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000040649-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040693-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040693-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000040729-B,1.0,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",1.0,,-1.0,,-1.0,1.0,True,True,False,False,True
ENSMUSG00000040729-B,1.0,4-tert-Butyldimethylsiloxy-3-penten-2-one,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000040729-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000040729-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000040729-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000040729-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000040797-B,-1.0,"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",1.0,-0.5,-0.5797710356524484,-1.0,-0.8511396590310907,-1.0,False,False,True,False,False
ENSMUSG00000040797-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000040797-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040797-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000040797-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040797-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000040797-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000040797-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000040797-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040907-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000040907-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000040907-B,-1.0,"2-Butene-1,4-diol",,,1.0,,0.9856107606091624,,False,False,False,False,False
ENSMUSG00000040907-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040918-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000040918-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
