Node 1 ID,Node 1 Name,Node 1 Tissue,Node 2 ID,Node 2 Name,Node 2 Tissue,Node 1: Direction of Change,Node 2: Direction of Change,Total Sample Size,"Pooled/Avg. Correlation Coefficient, Spearman",FDR-Adjusted P-Value,"Pooled Correlation P-Value, Spearman",Meta-Analysis P-Value,"Correlation Coefficient, Spearman, VECPAC","Correlation P-Value, Spearman, VECPAC","Sample Size, VECPAC","Correlation Coefficient, Spearman, LPS","Correlation P-Value, Spearman, LPS","Sample Size, LPS","Correlation Coefficient, Spearman, DSS","Correlation P-Value, Spearman, DSS","Sample Size, DSS",Node 1: Degree,Node 1: Degree Percentile,Node 1: Feces-Degree (# Connected Nodes in Feces),Node 1: Feces-Degree Percentile,Node 1: Plasma-Degree (# Connected Nodes in Plasma),Node 1: Plasma-Degree Percentile,Node 1: Plexus-Degree (# Connected Nodes in Plexus),Node 1: Plexus-Degree Percentile,"Node 1: BiBC, Feces-Cortex, via Plasma","Node 1: BiBC, Feces-Cortex, via Plasma (%ile)","Node 1: BiBC, Feces-Cortex, via Plexus","Node 1: BiBC, Feces-Cortex, via Plexus (%ile)","Node 1: BiBC, Feces-Cortex, via Both","Node 1: BiBC, Feces-Cortex, via Both (%ile)","Node 1: BiBC, Feces-Striatum, via Plasma","Node 1: BiBC, Feces-Striatum, via Plasma (%ile)","Node 1: BiBC, Feces-Striatum, via Plexus","Node 1: BiBC, Feces-Striatum, via Plexus (%ile)","Node 1: BiBC, Feces-Striatum, via Both","Node 1: BiBC, Feces-Striatum, via Both (%ile)","Node 1: BiBC, Plasma-Plexus","Node 1: BiBC, Plasma-Plexus (%ile)","Node 1: BiBC, Plasma - Cortex","Node 1: BiBC Percentile, Plasma - Cortex","Node 1: BiBC, Plasma - Striatum","Node 1: BiBC Percentile, Plasma - Striatum","Node 1: BiBC, Choroid Plexus - Cortex","Node 1: BiBC Percentile, Choroid Plexus - Cortex","Node 1: BiBC, Choroid Plexus - Striatum","Node 1: BiBC Percentile, Choroid Plexus - Striatum","Node 1: BiBC, Choroid Plexus - Remaining Brain","Node 1: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 1: BiBC, Choroid Plexus - Other Transcriptomics","Node 1: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 1: Frustration,Node 1: Total # of Inputs,Node 1: # Inputs Indicating Up,Node 1: # Inputs Indicating Down,"Node 1: Median Abundance, VECPAC, CRE-","Node 1: Median Abundance, VECPAC, CRE+","Node 1: Median Abundance, LPS, CTRL","Node 1: Median Abundance, LPS, 2.5h","Node 1: Median Abundance, DSS, CTRL","Node 1: Median Abundance, DSS, T1",Node 1: Minimum Control Abundance,Node 1: Coefficient of Variation,Node 2: Degree,Node 2: Degree Percentile,Node 2: Feces-Degree (# Connected Nodes in Feces),Node 2: Feces-Degree Percentile,Node 2: Plasma-Degree (# Connected Nodes in Plasma),Node 2: Plasma-Degree Percentile,Node 2: Plexus-Degree (# Connected Nodes in Plexus),Node 2: Plexus-Degree Percentile,"Node 2: BiBC, Feces-Cortex, via Plasma","Node 2: BiBC, Feces-Cortex, via Plasma (%ile)","Node 2: BiBC, Feces-Cortex, via Plexus","Node 2: BiBC, Feces-Cortex, via Plexus (%ile)","Node 2: BiBC, Feces-Cortex, via Both","Node 2: BiBC, Feces-Cortex, via Both (%ile)","Node 2: BiBC, Feces-Striatum, via Plasma","Node 2: BiBC, Feces-Striatum, via Plasma (%ile)","Node 2: BiBC, Feces-Striatum, via Plexus","Node 2: BiBC, Feces-Striatum, via Plexus (%ile)","Node 2: BiBC, Feces-Striatum, via Both","Node 2: BiBC, Feces-Striatum, via Both (%ile)","Node 2: BiBC, Plasma-Plexus","Node 2: BiBC, Plasma-Plexus (%ile)","Node 2: BiBC, Plasma - Cortex","Node 2: BiBC Percentile, Plasma - Cortex","Node 2: BiBC, Plasma - Striatum","Node 2: BiBC Percentile, Plasma - Striatum","Node 2: BiBC, Choroid Plexus - Cortex","Node 2: BiBC Percentile, Choroid Plexus - Cortex","Node 2: BiBC, Choroid Plexus - Striatum","Node 2: BiBC Percentile, Choroid Plexus - Striatum","Node 2: BiBC, Choroid Plexus - Remaining Brain","Node 2: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 2: BiBC, Choroid Plexus - Other Transcriptomics","Node 2: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 2: Frustration,Node 2: Total # of Inputs,Node 2: # Inputs Indicating Up,Node 2: # Inputs Indicating Down,"Node 2: Median Abundance, VECPAC, CRE-","Node 2: Median Abundance, VECPAC, CRE+","Node 2: Median Abundance, LPS, CTRL","Node 2: Median Abundance, LPS, 2.5h","Node 2: Median Abundance, DSS, CTRL","Node 2: Median Abundance, DSS, T1",Node 2: Minimum Control Abundance,Node 2: Coefficient of Variation
623,Lrp6,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,37,94.3%,3,83.3%,0,35.8%,37,97.1%,10.2,29.2%,614.2,74.5%,329.4,69.9%,168.1,54.0%,617.6,75.4%,285.7,62.6%,537.3,57.1%,15.5,27.1%,207.7,47.9%,1156.2,76.3%,1530.1,82.6%,1051.7,82.8%,3738.0,80.2%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
626,Qser1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,49,96.8%,1,73.2%,0,35.8%,49,98.2%,534.0,77.5%,654.1,76.6%,512.2,78.6%,43.9,39.2%,192.5,47.2%,131.1,48.2%,233.3,42.0%,996.0,80.2%,70.5,35.5%,2539.9,91.8%,1382.1,80.1%,2733.6,98.2%,6655.5,93.2%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
629,B230219D22Rik,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,102,100.0%,1,73.2%,0,35.8%,102,100.0%,800.8,86.0%,2181.5,96.8%,1597.0,96.7%,194.7,55.8%,695.5,78.6%,367.1,70.7%,1731.7,85.0%,1555.1,88.7%,484.0,63.6%,8707.5,99.7%,7884.4,99.7%,4871.2,99.8%,21463.1,99.8%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
633,Rad50,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,77,99.4%,0,34.5%,0,35.8%,77,99.5%,336.1,69.0%,367.9,63.8%,284.3,65.1%,398.7,71.4%,393.2,64.0%,346.3,69.2%,812.5,67.3%,512.9,66.7%,581.1,67.1%,1869.2,86.3%,1852.9,86.7%,1889.6,94.1%,5611.7,90.0%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
638,Fxr1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,60,98.3%,0,34.5%,0,35.8%,60,98.8%,37.4,38.4%,170.0,46.1%,122.1,49.0%,66.1,43.0%,290.1,54.4%,217.0,57.5%,131.2,35.2%,130.3,43.1%,175.0,45.4%,780.9,66.0%,966.2,71.1%,385.6,57.3%,2132.8,65.2%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
661,Rif1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,54,97.6%,0,34.5%,0,35.8%,54,98.5%,21.2,33.8%,28.5,29.1%,15.5,26.5%,296.5,64.9%,300.1,57.3%,240.0,59.3%,212.2,40.4%,35.8,32.0%,298.7,52.0%,1833.5,85.8%,2781.0,93.6%,2029.4,95.3%,6644.0,93.1%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
693,Mansc4,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,37,94.3%,0,34.5%,1,74.8%,37,97.1%,21.9,34.2%,126.0,42.3%,62.5,39.8%,70.6,43.8%,366.4,62.5%,204.1,56.7%,1047.1,73.9%,302.4,54.7%,467.0,62.9%,2057.0,88.2%,3399.2,96.0%,2337.0,96.6%,7793.2,95.2%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
699,Cep290,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,75,99.3%,1,73.2%,0,35.8%,75,99.3%,51.9,41.9%,294.9,57.2%,160.7,53.6%,57.9,41.7%,165.3,44.6%,91.3,42.5%,665.6,62.8%,130.6,43.2%,124.9,41.2%,1098.6,75.1%,980.9,71.5%,753.5,73.2%,2833.0,73.3%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
708,Pja2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,56,97.9%,1,73.2%,0,35.8%,56,98.6%,1940.0,95.8%,2231.3,97.0%,1984.7,98.2%,175.2,54.7%,411.4,64.4%,267.5,61.5%,1103.4,75.2%,3047.3,96.2%,612.9,69.4%,7465.2,99.6%,4658.0,98.5%,5232.1,99.9%,17355.3,99.6%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
723,Stag2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,42,95.6%,21,98.7%,0,35.8%,42,97.7%,147.0,53.8%,4619.4,99.7%,3366.9,99.5%,0.5,19.3%,3634.3,99.0%,2133.4,98.2%,43.5,27.2%,169.2,45.9%,3.8,22.4%,1842.8,86.0%,2041.9,88.3%,1216.1,86.5%,5100.8,87.8%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
729,Kif21a,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,68,98.9%,0,34.5%,0,35.8%,68,99.0%,49.9,41.4%,248.6,52.5%,104.5,46.2%,177.2,54.9%,214.6,49.1%,119.9,46.5%,817.6,67.5%,97.5,40.2%,307.3,52.3%,949.5,71.4%,842.3,67.6%,590.8,67.6%,2382.5,68.8%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
743,Ube2q2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,23,95.2%,449.1,74.7%,344.0,62.4%,306.4,67.9%,27.7,35.3%,98.8,37.9%,69.3,38.8%,485.3,55.1%,601.1,70.0%,76.1,36.0%,1194.8,77.3%,1137.6,75.5%,1056.3,83.0%,3388.7,78.0%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
744,Phactr2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,93,99.9%,6,89.7%,0,35.8%,93,99.9%,376.6,71.4%,1954.3,96.0%,1568.5,96.5%,124.2,50.1%,1827.0,95.4%,1261.8,94.3%,521.0,56.3%,574.1,69.0%,212.7,48.3%,2816.6,92.9%,2413.7,91.4%,2212.0,96.0%,7442.4,94.4%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
748,Smarca5,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,96,100.0%,7,91.2%,2,80.0%,96,100.0%,13170.8,100.0%,7063.4,100.0%,7512.6,100.0%,2315.9,97.2%,2074.1,96.4%,1345.2,95.0%,5495.2,98.6%,13877.3,99.9%,2416.0,93.5%,15348.3,100.0%,10401.2,99.9%,6399.5,99.9%,32149.0,100.0%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
761,Ccdc186,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,71,99.1%,0,34.5%,0,35.8%,71,99.1%,950.4,88.7%,1323.9,91.6%,1097.6,92.6%,101.7,47.1%,124.9,40.1%,71.9,39.1%,754.8,66.1%,1407.9,87.0%,222.7,48.9%,4846.6,97.9%,3013.5,94.5%,2361.8,96.8%,10221.9,97.5%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
774,Ccar1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,28,91.3%,0,34.5%,0,35.8%,28,96.2%,173.0,55.9%,474.4,69.1%,386.3,73.5%,308.2,66.4%,677.6,77.9%,501.4,78.1%,332.1,46.1%,334.3,56.0%,619.4,69.8%,1949.4,87.3%,2551.9,92.5%,935.3,80.1%,5436.6,89.0%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
780,Shoc2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,50,96.9%,0,34.5%,1,74.8%,50,98.3%,438.6,74.2%,926.5,84.6%,648.4,83.1%,236.2,58.6%,634.5,76.1%,434.4,74.9%,548.1,57.7%,1355.2,86.1%,1127.3,82.2%,3762.3,96.5%,3135.8,95.1%,1443.3,89.9%,8341.5,95.8%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
798,Slain2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,41,95.4%,2,79.6%,0,35.8%,41,97.5%,9.3,28.4%,206.2,49.3%,122.6,49.1%,282.9,61.5%,433.6,65.7%,354.8,69.9%,2645.5,92.6%,27.2,30.4%,430.1,60.6%,1453.5,81.0%,2352.0,90.8%,1784.7,93.5%,5590.2,89.9%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
836,Gab2,Cortex,147,Kif2a,Choroid Plexus,Up,Down,,,,,,,,,,,,,,,27,90.6%,0,34.5%,0,35.8%,23,95.2%,298.4,65.9%,179.3,47.0%,118.6,48.2%,,,,,,,,,427.9,62.0%,,,2110.0,88.7%,5264.6,98.7%,1418.8,89.6%,8793.4,96.4%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
853,Dqx1,Cortex,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,10,69.3%,0,34.5%,0,35.8%,5,79.3%,15.9,31.7%,770.3,81.3%,236.4,61.3%,,,,,,,,,94.6,39.6%,,,1374.4,80.0%,489.5,52.9%,432.2,60.7%,2296.2,67.4%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
1028,Mrgbp,Cortex,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,26,89.9%,0,34.5%,0,35.8%,9,88.3%,741.1,85.0%,1035.1,87.6%,814.2,87.6%,,,,,,,,,1586.9,89.0%,,,3668.4,96.1%,1329.1,78.8%,1088.6,83.9%,6086.0,91.5%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
1212,Zc3hc1,Cortex,147,Kif2a,Choroid Plexus,Up,Down,,,,,,,,,,,,,,,21,85.9%,0,34.5%,0,35.8%,8,86.7%,47.0,40.6%,350.0,62.9%,238.7,61.5%,,,,,,,,,148.8,44.6%,,,3070.4,94.3%,3360.6,95.9%,1044.3,82.6%,7475.3,94.5%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
1266,Smco3,Cortex,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,11,72.1%,0,34.5%,0,35.8%,8,86.7%,11.1,29.8%,1.4,17.8%,1.5,16.7%,,,,,,,,,127.1,42.8%,,,984.6,72.3%,2368.5,91.0%,1831.7,93.9%,5184.8,88.2%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
1293,Tmem229b,Cortex,147,Kif2a,Choroid Plexus,Up,Down,,,,,,,,,,,,,,,12,74.5%,0,34.5%,0,35.8%,2,60.1%,680.7,83.1%,1247.9,90.8%,1193.5,93.4%,,,,,,,,,1103.2,82.2%,,,2090.6,88.5%,1118.6,75.0%,199.2,46.2%,3408.4,78.1%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
2520,Clec5a,Remaining Brain,147,Kif2a,Choroid Plexus,Up,Down,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,3,69.5%,,,,,,,,,,,,,,,,,,,445.8,53.7%,237.8,41.6%,20.2,22.7%,703.9,37.3%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
155,Cyyr1,Choroid Plexus,148,Lmtk3,Choroid Plexus,Down,Up,,,,,,,,,,,,,,,28,91.3%,5,87.9%,6,88.9%,28,96.2%,1860.9,95.5%,1916.1,95.8%,1597.6,96.7%,1152.5,90.8%,1661.7,94.4%,1697.1,97.1%,2975.3,94.3%,2730.8,95.3%,1907.4,91.2%,4155.0,97.3%,3026.6,94.6%,3670.5,99.4%,10852.2,98.0%,,,,,,,,,,,,,9,65.8%,4,85.9%,1,74.8%,9,88.3%,647.4,82.0%,363.3,63.6%,381.1,73.0%,8.3,27.5%,108.5,39.2%,64.0,37.7%,8.3,20.7%,444.5,63.3%,5.1,23.1%,318.9,48.5%,124.0,33.9%,299.0,52.6%,741.9,37.9%,,,,,,,,,,,,
251,Fndc3a,Choroid Plexus,148,Lmtk3,Choroid Plexus,Down,Up,,,,,,,,,,,,,,,16,80.3%,1,73.2%,1,74.8%,16,93.4%,53.5,42.3%,783.2,81.4%,631.9,82.5%,610.6,80.1%,1018.8,86.9%,834.9,88.8%,1627.8,83.6%,341.7,56.2%,1391.0,86.4%,2739.4,92.7%,2459.4,91.8%,2584.7,97.7%,7783.4,95.1%,,,,,,,,,,,,,9,65.8%,4,85.9%,1,74.8%,9,88.3%,647.4,82.0%,363.3,63.6%,381.1,73.0%,8.3,27.5%,108.5,39.2%,64.0,37.7%,8.3,20.7%,444.5,63.3%,5.1,23.1%,318.9,48.5%,124.0,33.9%,299.0,52.6%,741.9,37.9%,,,,,,,,,,,,
1099,Rfx1,Cortex,148,Lmtk3,Choroid Plexus,Down,Up,,,,,,,,,,,,,,,12,74.5%,0,34.5%,0,35.8%,4,75.3%,466.3,75.6%,689.8,78.0%,534.3,79.3%,,,,,,,,,296.9,54.3%,,,1767.2,85.0%,772.5,65.3%,808.4,76.6%,3348.0,77.8%,,,,,,,,,,,,,9,65.8%,4,85.9%,1,74.8%,9,88.3%,647.4,82.0%,363.3,63.6%,381.1,73.0%,8.3,27.5%,108.5,39.2%,64.0,37.7%,8.3,20.7%,444.5,63.3%,5.1,23.1%,318.9,48.5%,124.0,33.9%,299.0,52.6%,741.9,37.9%,,,,,,,,,,,,
2476,Glul,Remaining Brain,148,Lmtk3,Choroid Plexus,Up,Up,,,,,,,,,,,,,,,13,76.3%,0,34.5%,0,35.8%,4,75.3%,,,,,,,,,,,,,,,,,,,1808.1,85.3%,1136.8,75.5%,2013.9,95.1%,4958.8,87.1%,,,,,,,,,,,,,9,65.8%,4,85.9%,1,74.8%,9,88.3%,647.4,82.0%,363.3,63.6%,381.1,73.0%,8.3,27.5%,108.5,39.2%,64.0,37.7%,8.3,20.7%,444.5,63.3%,5.1,23.1%,318.9,48.5%,124.0,33.9%,299.0,52.6%,741.9,37.9%,,,,,,,,,,,,
2249,Lrch1,Striatum,149,Spmip6,Choroid Plexus,Up,Up,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,2,60.1%,,,,,,,506.9,76.4%,756.3,80.8%,562.5,80.6%,,,,,605.5,69.1%,955.0,71.6%,2175.1,89.3%,1369.7,88.9%,4499.9,84.9%,,,,,,,,,,,,,3,26.8%,1,73.2%,0,35.8%,3,69.5%,,,0.0,7.7%,0.0,6.3%,0.0,8.4%,127.4,40.4%,95.9,43.1%,,,,,0.0,8.9%,0.0,7.1%,758.0,63.9%,758.0,73.5%,1516.0,54.6%,,,,,,,,,,,,
2545,Itga11,Remaining Brain,149,Spmip6,Choroid Plexus,Down,Up,,,,,,,,,,,,,,,2,15.0%,0,34.5%,0,35.8%,1,43.4%,,,,,,,,,,,,,,,,,,,0.0,7.1%,759.0,64.4%,0.0,7.1%,759.0,38.9%,,,,,,,,,,,,,3,26.8%,1,73.2%,0,35.8%,3,69.5%,,,0.0,7.7%,0.0,6.3%,0.0,8.4%,127.4,40.4%,95.9,43.1%,,,,,0.0,8.9%,0.0,7.1%,758.0,63.9%,758.0,73.5%,1516.0,54.6%,,,,,,,,,,,,
2346,Gm42869,Striatum,150,Ccn4,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,6,52.3%,0,34.5%,0,35.8%,3,69.5%,,,,,,,356.7,69.2%,255.6,52.4%,252.7,60.5%,,,,,157.8,44.2%,797.8,66.6%,886.2,68.9%,442.7,61.2%,2126.7,65.1%,,,,,,,,,,,,,1,4.8%,0,34.5%,0,35.8%,1,43.4%,,,,,,,0.0,8.4%,0.0,7.7%,0.0,6.1%,,,,,0.0,8.9%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%,,,,,,,,,,,,
