,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,LPS944_160124,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124
Cyclobutanol,3133183.801,2993426.635,3284562.755,3493290.441,3192095.646,2955707.885,3154511.695,3466425.938,2649997.544,3178518.412,3242641.005,3295226.579,3174121.482,965094.2947,3311744.762,3312927.789,3049710.331,2897496.312,3010537.921,3046831.807,2792198.362,2661990.157,3254026.618,3051321.383,3246261.83,2748475.807,0,3049204.259,10114692.75,0,0,0,3874179.96,4083465.797,3679101.054,3633711.439,3316260.874,3874396.94,1551096.405,3434952.514,3729551.485,3671928.532,17662205.97,0,4084620.928,0,3830864.802,212689.9861,13294293.97,4013771.826,3576906.495,3481147.517,3394244.005,16145289.06,5094421.629,2899240.049,2661614.069,2543791.006,3481811.284,0,0,3847938.96,1059853.887,0,0,3515909.16,4819976.11,4165289.335,3149559.686,1146964.591,4130961.753,14091483.18,3703502.627,4394021.458,4212256.681,3426985.962,3178552.792,0,1949202.461,1495121.533,3313728.476,3082312.625,0,4357043.542,0,0,7812024.951,0,11346377.49,0,0,8566006.721,8244383.278,8600429.051,0,0,0,0,0,0,3902694.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyclohexanol,32369.38015,36969.26132,39698.39462,42161.55708,32850.80415,32141.49638,30562.98452,34056.36672,29065.55321,36376.957,52177.50273,37708.23759,46699.74171,48199.73411,32636.10135,58916.62768,54937.29553,34151.99104,35378.4643,33706.2788,49415.03998,45797.58976,52097.68199,32955.90762,38765.18278,27185.67707,31899.81252,33033.13196,32760.39835,34454.00028,33012.89829,35243.65442,27831.41682,34214.80706,33859.44845,35063.46926,35585.27213,35987.65388,51189.88418,52484.04711,53311.24196,27747.03443,54061.53392,57007.72003,53423.30736,50681.2795,50659.50217,40875.64632,52667.84475,52680.23929,50522.25205,59239.3776,60260.66996,46104.05154,44917.18105,60013.47682,48716.70714,27477.67776,47500.84084,26703.26949,49692.86377,34963.20574,36469.78985,36874.18407,35809.17044,39259.60852,54674.4184,37944.46782,39023.49306,56761.12237,36353.7104,53778.43934,35486.09439,53584.1279,39091.20875,53290.92883,49010.85477,46347.82024,40256.6805,48629.3409,42149.30924,52460.97858,48670.54191,31660.08391,52305.92373,32984.10824,33690.74069,20706.54851,44604.92868,36996.09383,32552.42844,47834.96544,31684.72142,33108.02779,45860.02848,33065.91214,36224.29623,33355.74553,27467.02096,35015.2982,33444.82805,59215.5546,40724.29434,19878.40708,42999.64302,45540.31974,22233.53705,37177.03429,37002.85139,26385.94141,35030.17694,38330.5706,38021.93427,12100.86261,39375.77843,0,54890.63154
"Cyclohexanone, 3,3,5-trimethyl-",16354988.01,21767551.33,18504653.02,19148509.41,14858677.36,20698355.78,18382840.79,12732600.92,27834058.08,18422580.27,17316527.67,17066104.28,12313031.93,26047457.04,18588556.25,31332805.15,25649222.58,16926603.53,25994400.93,12797836.28,15993481.45,15264904.15,14211796,14811550.57,13094191.6,16519196.11,16644675.68,17390107.21,16682846.26,17402217.65,17350935.37,17831755.59,17812118.72,18939829.85,17940263.97,17946567.59,17788886.77,18399849.01,17332689.45,17811075.1,18141823.2,20372705.65,19583750.32,18534869.61,19376826.56,18319088.69,18552541.93,19330685.54,17835731.02,18659585.58,17732196.8,27077050.05,26763319.66,19827301.06,26637442.72,26095101.22,19149787.36,11438635.41,16512077.81,9551687.752,18224923.14,18106272.19,17935354.8,18109999.51,17972754.42,17798252.05,19179680.54,18486882.86,19065777.38,21102781.21,18029591.08,19044063.25,18551442.49,19289828.07,18826448.01,17164168.86,25409100.08,24953209.92,18405368.68,25843469.34,17265586.18,16973393.94,25591391.65,18156411.84,17241071.69,15754994.64,16362582.41,22445539.84,19063719.69,18370399.52,18293319.36,18218392.66,18096853.65,18579675.92,19091125.34,19273188.68,19574176.92,17982557.14,13170236.35,16841434.38,21284510.97,22449778.61,23435884.08,15029673.83,18391923.84,18824811.27,9408121.691,19778589.37,18849367.5,16246089.1,19654621.96,20274573.61,20095434.35,22257819.27,21236578.92,25863175.34,21593161.4
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",2257687.596,1624542.666,0,544455.0942,0,2439470.528,0,2266770.022,0,0,0,0,4470333.683,0,2156076.301,0,5085685.16,0,0,0,1434269.317,0,0,0,0,36416.59546,46120.75718,40868.05932,43448.22767,31569.78829,0,30294.50902,53367.86856,19609.2492,88277.3962,52232.48844,61189.89701,35326.09971,39538.22605,35376.32356,33618.4615,0,11624.7155,46478.65488,12328.47015,0,5982.599436,3939.518281,27976.66121,0,0,12380.0053,9071.646719,0,9200.979996,19238.31528,16926.48069,20375.2612,18282.71578,24092.75644,29793.43321,0,0,0,18009.64347,18801.7314,20438.80128,0,17365.90238,23732.96264,36344.67365,19778.79876,80748.56157,9511.30837,74328.7483,21556.55884,22062.88988,17556.44138,0,0,18666.0621,15611.62266,14490.9641,31156.48492,25966.8333,0,0,0,0,0,0,0,0,0,0,0,32255623.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52329361.49,12123536.15,0,0,0,0
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",67383.0017,43036.7811,14894.53466,96164.49155,2800.502143,21748.3501,21014.0152,85391.22331,44393.43013,101764.4007,76571.52745,12937.85194,89859.5434,106648.5386,52743.21282,87477.15894,87769.238,95924.76163,163003.7143,103595.9099,92194.52265,51625.27184,29258.93863,87865.90401,116742.3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146171.5444,329327.409,0,0,363844.881,321418.2551,0,317885.9141,0,0,0,0,0,0,103417.1147,0,79910.37645,0,0,0,0,0,370691.5048,0,0,0,361725.1812,87578.4067,0,115484.0752,0,407348.229,0,0,98620.55802,0,0,0,0,0,0,345799.4714,0,0,0,0,0,1934405.033,0,0,0,0,0,0,0,1536363.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",1925.200775,22790.91352,9700.735547,12265.78032,25298.73916,29009.03646,0,8993.78318,28391.59582,8607.394877,33976.92024,7112.723854,13581.52644,28544.78694,28029.61999,14571.9821,28906.8314,23329.86015,10156.99433,32231.2807,9305.063196,9572.965092,18217.73462,0,40077.61397,17733.87436,17534.87217,16660.2741,9957.2112,13899.38598,11899.20367,9680.891466,6712.02179,17779.47052,13174.73478,12293.77416,14650.33447,15715.57364,14919.60453,16991.56006,16935.20779,15599.54824,12495.13738,10012.87252,14600.92212,11780.43836,15267.16638,13100.75486,10842.67858,11989.15409,12618.20671,23867.89123,15097.15955,12967.25759,17351.52963,13894.50718,18108.26306,20679.82264,13374.45149,9943.395497,14722.55718,23627.97908,11729.89236,17915.55004,15630.63054,19296.68165,12146.7354,15097.82533,11799.55997,11754.80413,13741.12638,23612.59373,15241.25785,21533.80733,14668.87256,18318.71067,17770.96937,15540.66898,20906.14573,17666.04622,39105.04283,16408.85627,19817.90782,12398.43139,21373.16476,14291.94776,12489.29681,0,22199.72828,0,14652.26411,14494.4151,18478.27077,20903.53364,18773.66264,18483.24625,11278.58885,9788.562987,10875.6738,8138.6863,14919.46735,14190.61235,14506.54664,11957.72898,9286.430933,8828.233376,10469.93233,31968.04338,336433.3959,10105.96632,76619.07791,15795.04847,14509.79377,7001.125797,9202.625974,14084.5536,10420.05367
"Cyclopentanone, 2,2,4-trimethyl-",699080.3509,720679.8744,775316.3036,843788.232,724082.4892,748635.6824,706888.0728,732527.9953,743762.828,696780.0556,806352.2018,775358.5174,711759.3289,747594.674,748690.548,866068.1358,757336.3489,768488.538,814596.5398,736069.8453,802120.0892,768545.0749,783258.3457,743283.97,862441.1846,3336.595132,1617.487645,6851.993458,1828.752917,12190.48434,7583.435321,0,0,1726.077492,9023.892239,1952.759667,9113.686071,14272.22878,696.3032804,0,9139.843944,183.4827379,6285.809343,1801.961075,0,2147.954839,2051.953088,1821.722754,501.5800498,0,0,0,0,0,1772.083088,0,0,0,2102.123652,354.1707465,0,0,53.60972016,0,0,0,1686.930509,1709.82583,545.5000917,2426.765869,0,0,0,0,0,0,0,0,828.8372871,1113.99972,896.8946944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41226486.2,0,0,0,0,16624968.19,0,0,0,0,0,0,9399774.003,0,2693084.734,0
D-(-)-Citramalic acid,0,0,0,0,963.5093916,0,0,0,0,378.9247737,0,508.0089512,0,0,0,0,0,275.8188357,0,0,0,0,516.4823057,226.1673824,0,0,0,0,0,285.253693,122.6977145,317.0254169,400.2431899,321.1455881,353.8155769,0,321.8244369,303.3067249,133.734483,335.0189354,285.2014674,0,286.5133261,367.02154,368.5241403,143.7824925,0,0,156.4139681,0,0,449.4691054,347.4732776,298.5117694,334.1893674,359.7049287,289.2151442,380.3192967,298.1643422,415.4046046,0,0,289.5160973,295.1623836,306.0014111,132.4945956,353.8085469,0,395.4840601,0,197.2397311,451.5376291,350.2473701,323.7816428,292.8043541,0,355.1187037,0,238.4484563,0,255.0917264,0,0,271.4380888,0,259.6075,0,0,0,0,0,0,0,0,0,0,0,0,377.0022691,0,0,0,0,0,0,0,0,505.6902474,0,0,0,0,310.9289667,0,0,0,0
"D-(-)-Fructofuranose, pentakis",0,0,0,0,0,0,0,0,0,0,22671.45509,0,0,1041563.702,45526.17421,844054.0063,1416447.329,381301.6325,2180727.458,0,2858127.715,3291239.914,2031587.551,2310613.879,1431394.262,164812.3325,360468.0103,53702.41517,235108.9613,239415.4149,22073.50165,7156.128091,112774.237,149272.8406,603913.4183,372429.4654,684156.1396,472017.7546,520434.5477,24204.7149,379126.2155,268329.72,8804.254393,1430412.668,1453210.406,990622.0814,532410.1949,136491.6528,360345.8229,919219.991,363053.6421,731943.9867,2.111201962,229487.66,432899.2407,1052861.049,924945.8266,1252908.923,822206.9346,533461.2539,256283.4835,570220.316,7165.596072,793861.0194,1813122.273,993892.2464,387084.8336,355125.6205,552584.8945,2476643.937,1674393.076,1191325.164,1603721.152,123524.7178,956372.0772,1798537.515,860872.6909,809941.0255,1560314.6,631760.7649,2099000.288,1231019.016,721126.8614,528684.4617,669085.647,828329.6799,354684.2507,0,0,17.53644575,0,0,0,54665.77276,0,10943.2869,0,468544.1279,1438198.275,0,747041.4627,329328.4218,37262.48716,0,140905.5697,0,0,492702.2016,998585.0027,1119728.943,0,2170753.947,2874994.936,184440.7256,29067.36212,11452.24443,967815.5536
"D-(-)-Lyxose, tetrakis",0,619654.845,1423535.129,69012.47361,0,0,1710000.926,0,938114.2612,1638397.525,866956.4414,610664.1377,1130192.661,1109509.177,1101587.53,865451.3957,1257352.901,719178.4179,1442300.341,979636.2244,1499620.252,1195898.933,1058762.155,869515.9954,1445796.42,0,0,0,0,0,0,27211.73554,0,318106.855,556603.5167,0,0,0,798543.7195,0,1588643.807,0,351359.0174,280802.2395,575997.0287,0,79468.2462,67339.55641,401869.9268,365211.1188,269844.4241,2492333.353,1426665.502,1710532.951,1437602.496,1456878.674,572132.9932,3093326.052,641176.105,1743251.293,1508783.687,2707268.603,1598658.949,2107120.37,1841351.651,1955384.603,0,1674312.625,1645070.535,1574762.617,545196.6849,900651.549,1274046.496,1072172.396,979839.8223,1617271.908,1437896.748,1954986.602,1976138.015,1161359.9,1709734.97,679637.435,577681.5498,2952327.799,2546651.659,652391.5273,567256.7829,83772.39528,46217.96766,1639303.395,1094985.062,651412.5564,758450.4085,1154197.236,383393.7865,1059643.07,1289918.238,293379.2247,0,1176519.213,2399273.593,810942.5968,160923.5923,355853.4325,644360.6457,356101.2167,616659.6213,460075.216,1077096.484,2237137.612,1927163.188,1463983.511,1318701.795,139671.5449,798521.7243,169304.1247,626965.1361
"D-(-)-Ribofuranose, tetrakis",834240.3435,66123.39437,1716156.765,281489.3257,1149706.98,0,1474541.186,2702317.653,0,1200922.771,856718.5237,318882.2239,1224337.925,786785.6328,1539410.185,848339.5508,1084896.147,520429.2059,817133.5436,942150.2167,1241729.877,1740399.795,1414874.98,861168.1515,801441.1552,445131.7741,731755.2109,449461.3297,946896.7228,510654.7813,435581.5476,1154855.66,401270.6667,1154022.816,1022776.257,1274737.894,538957.7927,998181.8005,965196.006,509808.7061,1116429.633,793893.3695,1053567.271,243070.0964,1388306.135,506038.7677,1162034.153,1372992.679,484806.8709,495655.2213,746156.6782,1170671.179,1086848.444,335831.9085,785587.2017,1216540.695,240131.1468,1380033.113,872064.0724,1023193.147,1041704.032,327063.7399,479694.8235,952385.4759,1006429.351,1347720.164,534962.4004,1182960.9,251777.4592,426207.3132,1130651.862,1255789.888,1211841.448,362551.5742,1008530.353,1562746.511,1141686.963,1055023.301,362804.4434,1167836.323,1027613.636,407033.0423,427440.4929,880415.4516,310908.4186,3089536.409,0,0,723210.7298,0,0,0,0,0,7864957.956,0,0,0,0,0,0,840791.0977,1331749.629,0,3138840.79,3671281.582,1683559.529,0,0,0,0,0,0,2517305.704,0,803218.1985,658503.8239
D-(+)-Glucosamine,0,402272.4889,0,0,0,469594.6028,0,0,0,1829957.938,0,0,0,463443.9355,0,0,0,480689.6466,0,446192.7453,0,1048030.144,0,1563762.598,741412.9454,0,0,0,0,0,0,944.5783431,0,0,0,0,1337.140292,0,0,0,0,0,1079.642358,0,1879.679375,0,0,0,0,0,1894.253025,0,0,0,0,0,0,2865.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,2467.47135,0,1125.623184,0,3167.260754,0,0,3403.529794,0,0,2952.586022,0,870.7903222,3584.661509,4181555.893,1612494.905,2213764.092,0,3187527.301,0,0,0,0,0,0,0,2587190.31,6876984.404,1689774.37,0,0,0,0,0,0,1200725.633,4178025.274,5926796.06,1738405.294,0,0,2662400.892,0,0,0,0
"D-(+)-Ribono-1,4-lactone (R,S,R)-",0,461.2294466,0.678049315,2317.847512,0,2912.713163,0,0,0,0,2890.400394,2077.51447,0,0,26.53180813,0,0,0,0,484.498736,0,0,164.5516356,14.09014109,0,121.883308,314.266009,158.2604895,295.0067959,249.596624,453.6099384,56.08193497,188.6029105,170.0978918,2.379407288,41.86654708,289.9763104,147.6638665,269.0647443,238.28073,181.1973393,329.2633539,22.20344405,320.7436981,405.9033566,230.1125803,318.4652503,194.1945113,163.3804001,280.7469076,181.9285928,0.331648199,0,53.26455174,0,11.5698226,191.9477335,195.2821963,36.45302482,156.90017,1.604980144,42.37917206,35.86237309,123.3336466,20.51791704,65.6101467,25.11500562,0,36.73287876,255.4407378,272.637858,313.6159991,272.6955517,0,163.4358303,382.7155226,0,4.944543453,444.1323888,0,364.8045849,238.8230252,0,199.1155602,379.6798461,0,0,0,337.8259772,5101.846928,611.6691477,0,872.0549471,366.6838414,3664.604025,337.5029318,0,2542.292715,1276.208039,0,759.5286125,189.8372043,0,293.8660429,442.7225903,834.7263078,1584.00896,686.0631794,709.0733825,0,6197.125366,1197.12936,2945.153336,804.8904136,1.80222351,0,78.12408254
"D-(+)-Talofuranose, pentakis",35723.93932,0,0,47136.21698,0,0,1233.909852,0,104385.623,0,472924.1486,0,117579.4618,353377.8907,0,688238.2788,539846.3161,107536.6749,78389.75366,154798.9698,451090.8077,261713.8474,493800.3063,111319.354,111944.6978,639122.6599,1038781.068,1007816.001,988961.8358,516461.6681,681394.2313,307273.3119,234636.3359,4619.429257,806219.7247,264218.3863,32503.59214,109488.5465,206396.0033,191436.4889,1086.293532,24167.09448,79559.09543,2407.10737,2384.036512,91739.19347,56960.10133,734.6326948,5819.170151,212428.1514,82653.18768,90840.97609,92571.88976,67769.99188,2345.483015,89845.65472,11297.38389,95718.79474,35466.19178,128735.955,91260.28554,11869.99,104278.8033,13998.62631,39647.2346,12489.16873,98185.319,99859.51581,83321.45438,6897.962295,6279.241274,7932.126882,10526.45506,2384.563573,10670.41255,0,9175.52806,9791.252628,21644.48881,1559.065695,7336.784875,28067.95883,10321.0851,14423.57701,2028.010644,63963.7865,52552.26527,95263.63721,176431.7496,60767.37979,4811.494908,180274.5545,235818.6609,142361.0054,49227.28442,233726.1475,107552.1775,93341.51128,80943.545,0,0,191384.7139,0,0,0.73651097,0,101939.9614,116549.9746,82739.635,77407.99926,145971.4065,146195.5218,130001.6317,155130.1339,126028.5303,154994.2325,190014.7179
"D-(+)-Xylose, tetrakis",0,505374.7103,937715.5771,1791781.248,217123.9663,0,992427.5077,670042.5528,985806.0671,1152096.636,869743.4557,738348.4914,611167.3173,638504.7389,1111195.546,1376685.991,1477777.698,671352.1421,2383961.251,628599.137,1321542.677,1827221.015,1453288.241,466491.9308,2084121.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27309368.1,16919187.2,0,0,0,0,0,0,11843486.85,0,0,5874480.835,0,0,24576182.73,0,0,0,19240.82809,16668.88512,257733.7865,180711.2235,0,0,0,0,0,0,0,0,0,0,0,0,0,344508.9656,46250.53045,0,0,0,0,0,0,0,0,0,0
D-Arabinose,0,0,0,0,0,0,0,0,0,0,0,0,145406.2714,7018.154528,45971.68336,19265.34476,5843.426202,71781.87109,12592.70047,102423.1379,5861.575393,0,0,99082.43798,141449.9013,25273.35331,51548.79876,39986.28822,48890.06329,40139.06043,43476.84458,12879.19303,36890.96465,7473.423957,11051.12192,19397.19766,60597.3241,39814.18979,47149.64409,43578.82907,39228.04485,22070.89553,7828.519461,51606.34121,17094.6455,32368.36804,25314.02224,13952.21399,34972.52932,26667.26911,9920.464757,10223.94679,12841.93401,7825.813315,8546.181689,5450.848005,32507.0549,36241.47066,13818.0082,26999.89207,6442.872959,28641.2894,9731.801808,49758.99609,13899.57546,34767.67589,12387.47827,15922.0382,8741.157203,22465.17854,25417.34986,71331.75412,31586.75023,11108.65927,44937.32655,70052.13848,20592.29697,11445.18024,102492.9271,18142.36875,58945.5993,54337.84109,15546.26426,32394.10629,68372.19962,342.5405949,0,284.46401,1194.958792,274.5858065,2344.860584,1101.689154,1941.587237,2406.951965,0,0,0,377.7644135,305.6119614,0,0,0,547.5881942,0,0,0,256.9365446,0,491.8546975,1400.142554,452.1246179,0,603.1932445,0,9259.252147,485.0511037,401.5989181
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",8074158.227,842473.1355,49270876.99,31804.75957,3597115.095,10597984.34,757752.4422,27176329.52,25102567.96,2103232.479,8223229.077,5630919.811,8743934.091,26006421.86,45849964.73,11705437.35,907567.5985,10230923.13,4496782.897,12776825.35,4013105.178,702111.9018,10915552.76,20760727.12,22381048.04,6975883.966,4617446.884,7257928.586,6334197.756,8897772.706,9985887.945,7346205.77,6625082.166,5081737.357,5626523.068,7236787.118,7921123.728,7740799.687,6771118.545,6723453.817,6517290.832,9018969.261,4945523.933,9081958.66,12187297.96,11895267.07,13777043.3,6212109.11,8167136.72,7580118.987,9716494.231,8857967.935,19445877.8,4342342.92,13714231.29,21927391.38,9635642.587,9266227.172,7381322.499,7290618.076,7153789.356,9967324.449,7790078.816,11757827.33,8496020.55,9946921.26,5653124.661,6313771.44,4280511.284,9012553.204,10650968.8,9619133.044,10654154.88,4475666.252,11343127.28,13973168.15,14067126.16,13481192.46,10606052.69,25782258.24,8072038.429,11222122.32,18475525.62,10550317.16,11390848.99,15337023.79,21355668.02,16845716.12,8320627.848,20187243.87,10923729.63,11128879.02,13093950.45,10784323.49,14474411.73,13007334.56,15975023.71,24041357,27587303.02,49585555.96,29709284.88,7943623.181,12919011.83,8657212.979,5300197.784,7069212.005,25816857.25,16632332.06,11966527.41,20087502.9,15180281.24,70155685.7,25757135.71,9773141.507,3753727.333,4185552.122,6659794.661
D-Fructose,3623.872231,3514.533609,5697.68148,111.5830118,3109.144472,4060.104318,2810.487548,7631.709313,5737.978073,203.5327292,5022.49982,3410.530145,14500.18411,17364.46784,3263.259623,6633.945221,11717.35578,3584.033203,9830.740189,4262.753111,5768.440464,4703.46736,12759.13826,4532.457849,2733.939403,375.1220216,460.0815602,756.9067577,115.0486597,301.8673875,801.0111029,165.8483197,992.3742884,461.1925431,577.0029986,359.4837487,600.2840261,762.6606234,1112.212111,647.7257277,517.1723364,496.9908252,148.163162,21.18034814,648.5050042,466.7367935,358.1332529,153.0154385,525.8347004,445.777572,524.8093671,206.434711,207.4485431,269.8573608,27.09417679,169.9059437,40.48238839,366.1264259,146.9186002,593.9782369,42.82998417,187.0068499,59.88222717,521.6123681,574.8321672,459.0852474,470.8933716,0,292.5560808,777.1448586,0,270.221185,364.9018163,274.638618,598.5370958,1422.921396,343.6560929,70.16914381,4966.034745,49.32406953,2150.335588,764.1312568,147.1467044,4428.685262,3501.892615,23606.16963,18157.6269,21556.65486,6121.342399,9789.152703,10154.43079,7453.921828,1321.385886,7574.000681,6576.135583,1730.223632,3638.874492,19678.73547,23974.80944,18405.70198,27831.055,8366.934462,7400.396748,501.241517,300.598288,8839.338727,20349.48808,28030.76182,22404.85528,24894.03611,28023.16791,24823.78184,41840.83774,8475.213565,6482.86142,9329.216209,6800.698132
D-Fucitol,315705.9237,175229.5747,599445.3307,684384.808,102875.1474,262898.4116,247427.821,233694.268,619720.8886,118873.4951,73186.03746,221869.1555,1577248.369,192455.5073,2058856.916,836021.8713,227691.9094,691189.4962,827560.5954,86367.60311,699841.8542,188369.7235,308330.6216,162050.6644,319062.1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9447934.171,6211730.316,0,0,0,0,0,0,6188851.353,5303462.749,0,0,0,0,0,6740535.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163785.995,4307589.953,0,0,0,0,1160813.948,0,0,0
"D-Isoleucine, N-acetyl-",443038.8962,539053.4055,1014484.838,1155155.423,419029.323,256483.6685,1201686.683,1915367.353,760570.1735,801049.7806,506846.8688,252465.3554,1207906.308,526087.1559,1056863.16,742954.8152,1506450.453,596270.9215,824755.0266,775161.4253,854006.7484,558570.3251,1020870.346,533109.3978,1013141.886,773179.2494,865434.5788,961149.9959,546779.055,547651.3442,454985.0308,606891.0024,1028175.535,492400.1479,1479868.212,810225.8302,1423511.566,1054352.752,875431.7171,335386.4754,552072.3696,359768.4306,165788.5948,569269.3883,597460.0813,740591.8001,608700.8541,339447.055,302391.0099,276200.3337,490876.0923,632026.2767,541899.1596,397787.0654,339984.6947,828413.4103,516957.4395,344839.9908,441195.5613,440313.3323,251277.9658,520191.866,213240.5168,394732.2707,491308.4495,408201.3578,443629.9074,168826.2812,264439.2788,590507.3043,572926.5287,455229.0694,388288.2417,140495.8223,787241.3983,400035.8102,363534.1423,423916.4715,489829.3594,725076.6808,715824.942,468539.8856,929306.4732,232147.1389,442500.6804,2664357.898,1717363.576,1463726.556,300637.2182,709320.794,642037.2897,772511.5783,540007.3001,751907.7567,1100838.433,555893.6629,1268741.037,2014849.941,2783274.738,984096.9918,2454843.874,476546.0997,296200.613,254778.0078,500948.4548,531965.3671,2331873.536,2175645.452,1038378.526,1565891.401,1626279.325,1315997.375,2057043.136,336419.9991,187663.3764,254181.9109,355019.2013
D-Leucylglycylglycine,0,0,0,15471361.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520259.19,0,0,8942083.791,494102.3059,834243.6662,781976.8162,488044.605,611889.1425,650917.9696,754172.0167,0,990607.4114,510059.9252,573663.7009,574568.9972,267989.66,445130.075,617868.3649,3128778.504,1075029.357,746007.0244,0,579035.7247,516890.1,372442.6438,339740.0992,496030.7176,596601.4118,666683.8801,2318137.119,0,1196106.033,1029053.667,0,1344844.821,0,1024952.771,775738.2038,5590695.301,0,631004.2109,1026544.855,1206827.627,3906079.044,750584.3811,330141.0667,950711.1795,1000059.026,0,0,693449.8055,12203111.84,1845839.56,1386401.395,0,0,0,1214777.707,1149142.816,1159004.946,1283347.103,1011210.399,2487847.565,8143373.798,0,847910.325,0,0,0,0,60530.05482,0,90633.57602,0,214940.0652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9018794.991,3155589.827,0,0,0,0
